player_id,player_name,rating
206173,Jannik Sinner,2209.9188438213487
104925,Novak Djokovic,2102.189996600161
207989,Carlos Alcaraz,2029.429824768352
104417,Robin Soderling,2011.2840904083398
103819,Roger Federer,2010.1617517919535
100644,Alexander Zverev,1983.1619687531872
126203,Taylor Fritz,1955.7365659943753
106401,Nick Kyrgios,1930.3743145817214
105223,Juan Martin del Potro,1926.8104921802842
106421,Daniil Medvedev,1914.0269536748021
207733,Jack Draper,1891.604078461393
105777,Grigor Dimitrov,1880.3482416555032
200282,Alex De Minaur,1876.3669315996606
104745,Rafael Nadal,1870.6636771982844
208029,Holger Rune,1866.1472998545798
200624,Sebastian Korda,1854.8171256218848
126205,Tommy Paul,1839.0729677279473
126774,Stefanos Tsitsipas,1835.567575211908
126610,Matteo Berrettini,1831.129283187578
128034,Hubert Hurkacz,1829.2931659856454
104053,Andy Roddick,1829.1061556819116
111575,Karen Khachanov,1826.496188883047
200005,Ugo Humbert,1825.2342390402298
207830,Tomas Machac,1791.5077320783073
207518,Lorenzo Musetti,1790.465857341711
210097,Ben Shelton,1788.362739577634
200615,Alexei Popyrin,1784.476026945165
104792,Gael Monfils,1775.9082257004688
111442,Jordan Thompson,1770.9461313528343
209950,Arthur Fils,1770.7231296201728
105683,Milos Raonic,1770.2836976717804
105526,Jan Lennard Struff,1768.3699870595751
208103,Jiri Lehecka,1768.1270580683463
126207,Frances Tiafoe,1762.747514635258
105453,Kei Nishikori,1759.1824703149894
207925,Flavio Cobolli,1759.1241015725573
200000,Felix Auger Aliassime,1754.0491833011235
133430,Denis Shapovalov,1753.754597667166
134770,Casper Ruud,1750.7783191695858
103900,David Nalbandian,1749.3113465264507
104607,Tomas Berdych,1745.3091035675482
103888,Mardy Fish,1744.04729407375
134868,Tallon Griekspoor,1743.379900646504
126094,Andrey Rublev,1737.2905950583497
105238,Alexandr Dolgopolov,1735.0283510454276
202103,Francisco Cerundolo,1728.742586053744
202385,Jenson Brooksby,1727.5728861212465
104339,Mario Ancic,1726.1289659276117
105138,Roberto Bautista Agut,1725.5348141963045
111202,Hyeon Chung,1724.9672048890911
105676,David Goffin,1723.6168686424548
103285,Radek Stepanek,1715.4132801831247
106423,Thanasi Kokkinakis,1714.939394930281
206909,Brandon Nakashima,1711.2246912745184
210506,Alex Michelsen,1707.6202287724925
106218,Marcos Giron,1701.9185949553655
103970,David Ferrer,1700.8716927562682
105807,Pablo Carreno Busta,1699.9911943408567
210150,Jakub Mensik,1698.002977999279
208286,Matteo Arnaldi,1695.623925091286
101736,Andre Agassi,1692.9233513990985
208659,Giovanni Mpetshi Perricard,1687.00178523308
144684,Alex Molcan,1685.608115585865
105668,Jerzy Janowicz,1683.951585333666
111815,Cameron Norrie,1683.592029631774
103507,Juan Carlos Ferrero,1680.1537800146068
200325,Emil Ruusuvuori,1678.9692021975973
103898,Julien Benneteau,1677.7594159931948
105870,Yannick Hanfmann,1676.2032928111657
105227,Marin Cilic,1673.6803862668316
144869,Tomas Martin Etcheverry,1670.7103019001008
104338,Juan Monaco,1670.5973815074997
126128,Roman Safiullin,1670.2910326446872
104597,Nicolas Almagro,1669.4201274845457
105656,Marcelo Arevalo,1668.2081189354894
209098,Hamad Medjedovic,1667.923489674659
104871,Jeremy Chardy,1666.7834108213297
106415,Yoshihito Nishioka,1665.081056914458
103498,Marat Safin,1664.9733136091018
103344,Ivan Ljubicic,1663.1604251604742
126846,Aleksandar Vukic,1662.8668864294705
200221,Alejandro Davidovich Fokina,1660.7987567632374
126214,Alejandro Tabilo,1660.0484348805849
103917,Nicolas Mahut,1656.56248530103
144707,Mikael Ymer,1656.2357837501222
103781,Jurgen Melzer,1654.1192679372434
200175,Miomir Kecmanovic,1653.9419660508456
136440,Dominik Koepfer,1650.8374571893612
126239,Arthur Rinderknech,1650.712753827799
103602,Fernando Gonzalez,1650.5310876525205
106148,Roberto Carballes Baena,1650.3158518533971
111581,Michael Mmoh,1647.645504058551
124187,Reilly Opelka,1647.613146049199
127339,Borna Gojo,1646.7929647124547
122298,Botic Van De Zandschulp,1646.2608526052634
106426,Cristian Garin,1645.5943518416375
105916,Marton Fucsovics,1645.3561078849395
132686,Nuno Borges,1641.8866147554552
105575,Ricardas Berankis,1639.005560339179
211663,Joao Fonseca,1638.838278402828
105577,Vasek Pospisil,1638.6860551333532
105583,Dusan Lajovic,1633.628551532171
104731,Kevin Anderson,1633.4163139334785
206681,Fabian Marozsan,1632.4061462988923
104468,Gilles Simon,1631.7285078021232
111190,Zhizhen Zhang,1629.173322953268
103017,Nicolas Kiefer,1625.4078998201785
105985,Darian King,1624.8733266954966
207352,Bu Yunchaokete,1622.8442801054273
104571,Marcos Baghdatis,1622.6708275384983
132283,Lorenzo Sonego,1622.5773040963911
111460,Quentin Halys,1622.4251716016784
106331,Christopher Oconnell,1622.1381087314546
200267,Zizou Bergs,1620.845352886335
209992,Juncheng Shang,1620.5453490021323
103566,Michael Llodra,1620.3722563258475
104547,Horacio Zeballos,1620.078138990113
208502,Dominic Stricker,1617.7153006292137
126127,Benjamin Bonzi,1616.841769380775
104545,John Isner,1616.6377810252113
104527,Stan Wawrinka,1616.5432945183984
202104,Sebastian Baez,1616.4194142191966
111797,Nicolas Jarry,1616.0511291885755
111513,Laslo Djere,1615.6528954986777
205734,Thiago Seyboth Wild,1614.8450595670538
122330,Alexander Bublik,1613.5296826741696
103720,Lleyton Hewitt,1612.7257364772227
104620,Simone Bolelli,1611.429039082869
105723,Andrey Kuznetsov,1609.529176170819
104918,Andy Murray,1609.111693770752
207686,Alexander Shevchenko,1607.9823877044687
208014,Rinky Hijikata,1606.558622755963
103813,Jarkko Nieminen,1605.4853799651141
200059,Yibing Wu,1605.095913959719
105357,John Millman,1604.6993267501073
111794,Kamil Majchrzak,1603.4630792753144
111577,Jared Donaldson,1602.5063064379056
103401,Jan Hernych,1602.3425133758951
103600,Mohammad Ghareeb,1601.7706987998154
102863,Takao Suzuki,1601.334587881812
105732,Pierre Hugues Herbert,1600.5267397289201
111456,Mackenzie Mcdonald,1600.5207801803804
125802,Ilya Ivashka,1600.512245097272
103828,Jean Julien Rojer,1598.0043071179862
144895,Corentin Moutet,1597.6949443032202
200436,Zsombor Piros,1595.2273525398366
106175,Ricardo Rodriguez,1595.1041556244554
106058,Jack Sock,1595.078672362695
104898,Robin Haase,1594.3780411450139
105464,Christopher Rungkat,1594.0052074615326
106329,Thiago Monteiro,1593.5033386954256
104542,Jo-Wilfried Tsonga,1593.222644210218
104523,Frederico Gil,1593.1483605761616
103786,Nikolay Davydenko,1591.3168307887254
106234,Aslan Karatsev,1591.2448530212796
126952,Soon Woo Kwon,1589.3902297789302
200384,Hugo Gaston,1589.2422411771004
106432,Borna Coric,1588.7287589786279
124186,Alexandre Muller,1588.6968129815584
133297,Yosuke Watanuki,1588.6770729225268
104926,Fabio Fognini,1588.4662935520735
104897,Matthias Bachinger,1587.8807414313833
104076,Jose Acasuso,1587.0813856388643
103484,James Blake,1586.8833983959164
105992,Ryan Harrison,1585.6271864993964
106298,Lucas Pouille,1584.6841416369398
124116,Sebastian Ofner,1584.4473485040926
103758,Taylor Dent,1584.3895748846594
104259,Philipp Kohlschreiber,1584.0446975648356
126845,Max Purcell,1583.7272819063633
104976,Ryan Sweeting,1583.7082771208256
104180,Gilles Muller,1583.4647651696891
106378,Kyle Edmund,1582.7202843792172
102887,Ramon Delgado,1582.351981655959
207608,Timofey Skatov,1582.3207215919726
104026,Joachim Johansson,1582.0402721009357
105936,Filip Krajinovic,1580.725765920395
209070,Arthur Cazaux,1579.6826119188172
133835,Gijs Brouwer,1579.127410098177
104273,Edouard Roger-Vasselin,1578.452899758184
210530,Learner Tien,1576.5003184601712
104631,Harshana Godamanna,1575.8634246821007
105173,Adrian Mannarino,1575.8488309875286
106109,Alex Bolt,1575.641554052588
103812,Victor Hanescu,1575.1525562250379
103656,Albert Montanes,1574.7454907141332
209113,Gabriel Diallo,1574.6983933843137
104534,Dudi Sela,1574.6146602014583
106210,Jiri Vesely,1574.1055573681006
103598,Xavier Malisse,1573.9004702876193
102450,Tim Henman,1573.7953635218216
126646,Tim Van Rijthoven,1573.714910192607
123795,Altug Celikbilek,1573.3229005676733
105946,Liang Chi Huang,1573.2146255438354
102882,Mark Philippoussis,1572.985157109567
102148,Fabrice Santoro,1572.8282307990676
106078,Egor Gerasimov,1572.788983308894
103163,Tommy Haas,1571.9431128960687
111153,Christopher Eubanks,1571.8106739489735
102563,Thomas Johansson,1571.3581503019388
104332,Philipp Petzschner,1570.2201942064257
104233,Frederik Nielsen,1570.0877592419213
200303,Pavel Kotov,1569.534397228219
106071,Bernard Tomic,1569.361207826412
104327,Steve Darcis,1569.1272466598107
144750,Lloyd Harris,1568.9801665716427
104604,Ruben Gonzales,1568.2061233908146
105079,Ivan Sergeyev,1568.0223254354112
105449,Steve Johnson,1567.578561271028
131934,Andrea Vavassori,1567.4326283124317
105550,Guido Pella,1567.040443177448
105255,Bassam Beidas,1566.7656903582194
105051,Matthew Ebden,1566.1560938175928
106186,Jason Kubler,1565.6550645668115
104395,Marcel Felder,1564.8324078089875
105790,Yong Kyu Lim,1563.8325012687314
106296,Gregoire Barrere,1562.9700055823118
133975,Benjamin Hassan,1562.1807208257421
104586,Lukas Rosol,1562.148173996875
106281,Liam Broady,1561.6366394156294
104719,Marcel Granollers,1561.58167881735
104460,Dustin Brown,1560.6415373097636
105023,Sam Querrey,1560.376656054779
105379,Aljaz Bedene,1560.3279349506224
105881,Matthew Barton,1559.8534502397351
102107,Jan Frode Andersen,1559.087205441016
122533,Nam Hoang Ly,1558.7346645381797
104386,Janko Tipsarevic,1556.7180996146913
105657,Marius Copil,1556.4442476440636
104965,Pavol Cervenak,1556.2102539200043
209209,Filip Misolic,1555.8341259404729
102562,Jiri Novak,1554.952260524324
106162,Franco Agamenone,1553.7028184947849
104655,Pablo Cuevas,1553.5741540457402
104735,Tobias Kamke,1553.4105974005188
207680,Facundo Diaz Acosta,1553.3471910266762
101962,Younes El Aynaoui,1552.8058519577678
105649,Cedrik Marcel Stebe,1552.0977631871795
106233,Dominic Thiem,1551.5801351541315
200514,Jurij Rodionov,1550.8220621077041
105456,Sergio Galdos,1550.704189789646
110685,G D Jones,1550.547796526636
106249,Joao Domingues,1550.4224822115673
103612,Alexey Kedryuk,1550.292413357115
202058,Thiago Agustin Tirante,1550.0028943228485
104471,Ivan Dodig,1549.9149763766125
103990,Tommy Robredo,1549.2079453654178
103789,Irakli Labadze,1548.8562206727129
104651,Martin Alund,1548.7216630987698
105385,Donald Young,1548.337117969085
104535,Daniel Garza,1547.986918790499
102959,Marko Tkalec,1547.6570141464722
104368,Daniel King Turner,1547.6342824710962
209080,Blaise Bicknell,1547.4713540287637
105373,Martin Klizan,1547.323566472193
208363,Mariano Navone,1547.0594548827785
207797,Jonas Forejtek,1547.0589297350296
105430,Radu Albot,1546.742518440906
126555,Tung Lin Wu,1546.662961830067
102845,Carlos Moya,1546.4392003638172
103451,Bjorn Phau,1545.9878987181453
106033,Romain Arneodo,1545.9121661298657
104210,Ryan Russell,1545.7960656646562
209260,Luciano Darderi,1545.758191399658
126106,Ryan Peniston,1544.7518962401632
104813,Grega Zemlja,1544.731367164799
202320,Beibit Zhukayev,1544.587110535836
104025,Amer Delic,1544.5341382200445
104660,Sergiy Stakhovsky,1544.026532364633
103752,Simon Greul,1544.0220480438893
105004,Dimitar Kutrovsky,1543.7640045985959
104421,Martin Vilarrubi,1543.7035820605006
202261,Otto Virtanen,1543.6829355944176
104467,Lamine Ouahab,1543.619946756114
104068,Robby Ginepri,1543.5814764917127
126129,Billy Harris,1543.288793813121
208233,Mattia Bellucci,1543.117589660642
103096,Arnaud Clement,1542.7133900394685
105217,Thiemo De Bakker,1542.6882282987997
105820,Juan Carlos Saez,1542.263179316597
105554,Daniel Evans,1542.12058625117
105558,Guillaume Rufin,1541.8282404751556
105912,Diego Galeano,1541.1089089590714
104198,Guillermo Garcia Lopez,1541.004419532791
106075,Jozef Kovalik,1540.9782814720377
104499,Jimmy Wang,1540.9267655589524
124079,Pedro Martinez,1540.89018208953
200273,Hady Habib,1540.8724065221606
209284,Elmer Moller,1540.8108523230635
208010,Pablo Llamas Ruiz,1540.7676383894297
102093,Martin Damm,1540.476871713346
104305,Luka Gregorc,1540.2567863271156
127157,Daniel Altmaier,1540.195468366802
105208,Ernests Gulbis,1539.7850098139934
105226,Attila Balazs,1539.4009215123972
104678,Viktor Troicki,1539.3356716477554
103175,Toshihide Matsui,1539.0969938655958
126149,Gianluca Mager,1538.9593180013394
105386,Janez Semrajc,1538.8770843131265
108701,Juan Sebastian Cabal,1538.2924153345236
200318,Yu Hsiou Hsu,1537.987965920965
102703,Hyung Taik Lee,1537.7468051889934
103638,Jhonson Garcia,1537.512841260052
104352,Colin Obrien,1536.9265874630692
120401,Tucker Vorster,1536.8965549486554
103824,Orest Tereshchuk,1536.7297984411834
200670,J J Wolf,1536.7077080407564
104583,Filip Polasek,1536.6835914163091
105902,James Duckworth,1536.3508402095647
104910,Tihomir Grozdanov,1536.2983817010045
104167,Todd Widom,1535.7567155716877
105376,Peter Gojowczyk,1535.1633956473213
105041,Lukas Lacko,1534.875854106794
207799,Matheus Pucinelli De Almeida,1534.5481966873228
103808,Potito Starace,1534.487414662981
210012,Henrique Rocha,1534.2932367004823
104292,Izak Van Der Merwe,1534.1622809091787
104978,Daniel Brands,1533.9727299668068
104673,Julio Cesar Campozano,1533.65910513275
207678,Juan Manuel Cerundolo,1533.5986256485116
105032,Sam Groth,1533.499936656721
111181,Pruchya Isarow,1533.3092792576954
103428,Juan Ignacio Chela,1533.2713726374984
103529,Aisam Ul Haq Qureshi,1533.2690361396735
127760,Lukas Klein,1533.2148432275396
126762,Aleksandre Bakshi,1532.7823359049196
210312,Oliver Ojakaar,1532.6678501707734
103264,Mariano Puerta,1532.6234447932313
209414,Luca Van Assche,1532.5961691941393
106065,Marco Cecchinato,1532.4323437324135
144821,Genaro Alberto Olivieri,1531.8065071942892
104200,Juan Manuel Elizondo,1531.7211500308695
103499,Aqeel Khan,1531.4545622534279
103504,Febi Widhiyanto,1531.268144319544
108973,Carl Sundberg,1531.2513699670324
103946,Bruno Soares,1531.1984133889569
104724,Eduardo Schwank,1531.1182530559547
208230,Alibek Kachmazov,1531.0011841225162
144719,Jaume Munar,1530.7667253754255
105074,Ruben Bemelmans,1530.7245548408075
103066,Mark Nielsen,1530.6608608470983
210142,Olaf Pieczkowski,1530.5612260339533
206470,Cezar Cretu,1530.4365332536659
106021,Dragos Dima,1530.2549357608352
103581,Flavio Saretta,1530.1890604660973
104098,Dmitry Tursunov,1530.1843399141462
104330,Rajeev Ram,1530.0678621011216
106361,Adam Pavlasek,1530.043574251497
104869,Sergei Bubka,1529.8902413529236
111761,Benjamin Lock,1529.270276705185
104823,Bruno Rodriguez,1529.0516115332534
104312,Andreas Seppi,1528.9042273888394
103694,Olivier Rochus,1528.8218068936715
105487,Facundo Bagnis,1528.73683222271
106026,Yuki Bhambri,1528.6008710501164
104928,Sun Yong Kim Jr,1528.4824086171805
202262,Filip Cristian Jianu,1528.4766461961106
104146,Jonathan Chu,1528.442892131399
101885,Wayne Arthurs,1527.9079575633568
200272,Jean Jacques Rakotohasy,1527.838087609921
102788,Jan Vacek,1527.8279606390738
106328,Christian Harrison,1527.685622478219
106120,Ricardo Ojeda Lara,1527.2848099660393
105477,Marco Trungelliti,1527.2720108918759
108693,Romano Tatuhey,1527.1017935141133
103902,Jan Mertl,1527.0590944340393
118808,Daniel Vallejo,1526.9347119219535
103997,Lukasz Kubot,1526.7809616511645
104360,Adam Chadaj,1526.5109293975738
105643,Federico Delbonis,1526.4269805315682
105961,David Souto,1526.247683811762
102839,Nicolas Lapentti,1526.181519560843
106408,Mario Vilella Martinez,1525.8565967757568
133933,Thomas Yaka Kofi Setodji,1525.2650178501838
200008,Alexis Galarneau,1525.197328259354
208843,Jerome Kym,1525.189319075697
103325,Wesley Moodie,1525.022499092275
104721,Josselin Ouanna,1524.9526489218044
103538,James Auckland,1524.7965894494005
103184,Bob Bryan,1524.7260006610136
200416,August Holmgren,1524.5504700919328
108717,Francis Casey Alcantara,1524.386943386169
104311,Leonardo Tavares,1524.0943609799524
104229,Yen Hsun Lu,1523.7987265106688
105573,Henri Kontinen,1523.7203767632313
110748,Nikola Milojevic,1523.7199656974785
104600,Treat Conrad Huey,1523.714169208029
212063,Matej Dodig,1523.5810350425256
127300,Jurabek Karimov,1523.4758313584396
207681,Francisco Comesana,1523.3416487627724
209931,Lukas Pokorny,1523.2566404575875
134472,Antoine Bellier,1523.033313738803
206782,Demetris Azoides,1522.9376453991586
105413,Andrej Martin,1522.75816180949
103850,Sebastian Decoud,1522.655874610249
106216,Bjorn Fratangelo,1522.4281729579154
103157,Arvind Parmar,1521.6618915017616
104895,Abdullah Maqdas,1521.5657371018185
126190,Nicolas Alvarez,1521.2051938683464
109739,Maximilian Marterer,1521.0940061097294
103333,Ivo Karlovic,1520.7950857563187
120424,Yannick Maden,1520.3419759040771
106390,Matteo Donati,1520.277800921622
106397,Wishaya Trongcharoenchaikul,1519.799202163268
108960,Michael Lai,1519.276684383638
104561,Jae Sung An,1519.2029626824983
104196,Carlos Cuadrado,1519.070207028832
102558,Eric Taino,1518.8067469849182
108688,Martin Sayer,1518.7436160343584
105012,Alexander Bury,1518.6812108327126
104593,Daniel Gimeno Traver,1518.5359229584856
104500,Somdev Devvarman,1518.3808407913912
103387,Paradorn Srichaphan,1518.3236112652903
103986,Radoslav Lukaev,1518.2961209830498
105815,Tennys Sandgren,1518.1418483648847
131905,Manuel Guinard,1518.1116115470593
104496,Luis Manuel Flores,1517.9316479345032
111200,Elias Ymer,1517.8342678205765
104166,Alex Bogomolov Jr,1517.7759342324948
210200,Yanaki Milev,1517.7250598986807
104639,Wayne Odesnik,1517.7020791757516
104040,Adam Thompson,1517.6399538995352
105650,Marcus Willis,1517.61490448358
126502,Luis Diego Chavez Villalpando,1517.5363934280997
104112,Benjamin Balleret,1517.4024604305228
104594,Marinko Matosevic,1517.3749505486055
104252,Florian Mayer,1517.3097449680872
108947,West Nott,1517.211205306419
105406,Roberto Marcora,1517.0662150249357
104557,Andis Juska,1517.0443920374041
104633,Mathieu Rodrigues,1516.9797550570888
211638,Jack Loutit,1516.9676500189373
209362,Aristotelis Thanos,1516.9152308678474
125571,Christian Garay,1516.7579668841493
209188,Ari Fahresi,1516.736306793522
210721,Iliyan Radulov,1516.736306793522
104086,Mikhail Filima,1516.687365773274
105149,Reda El Amrani,1516.673932573157
105773,Bruno Abdel Nour,1516.665771644429
101979,Ricardo Mena,1516.6487251325234
108764,Chris Brandi,1516.6063883443849
209119,Aissa Benchakroun,1516.5526447165173
105064,Thomaz Bellucci,1516.418011368123
108647,Anton Tsymbalov,1516.2583517653266
105113,Patrik Rosenholm,1516.1687377989454
207736,Arklon Huertas Del Pino,1516.1380605867241
102904,Leos Friedl,1516.0140966099475
101889,Todd Woodbridge,1516
108607,Andrei Luzgin,1516
104383,Diogo Rocha,1516
104260,Johny De Leon,1516
108953,Juan Lorenzo Gonzalez,1516
108964,Faisal Aidil,1516
108672,William Lock,1516
108682,Stephen Nugent,1516
104051,Andrej Kracman,1516
104609,Omar Hedayet,1516
105681,Soong Jae Cho,1516
103043,Coenie Van Wyk,1516
106350,Andre Gaspar Murta,1516
109336,Ayoub Chakrouni,1516
126473,Aljaz Radinski,1516
105578,Cristian Rodriguez,1516
134217,Skyler Butts,1516
124126,Sarp Agabigun,1516
202210,Edris Fetisleam,1516
208414,Sylvestre Monnou,1516
211468,Luis Carlos Alvarez Valdes,1516
138485,Conner Huertas Del Pino,1516
200575,Johannes Seeman,1516
202335,Raphael Calzi,1516
149285,Mustapha El Natour,1516
149283,Freddy Murray,1516
200014,Digvijaypratap Singh,1516
106262,Boris Arias,1516
212721,Benedict Badza,1516
210105,Martyn Pawelski,1516
105273,Mauricio Echazu,1515.9290787106097
102286,Wayne Black,1515.8411549407322
207985,Jacob Fearnley,1515.8312166296312
103590,Michael Quintero,1515.8190962636656
200329,Remy Bertola,1515.7438871777742
202235,Jacopo Berrettini,1515.7308589428587
106237,Chieh Fu Wang,1515.6975292737204
144985,Ergi Kirkin,1515.6874973766126
102928,Hee Seok Chung,1515.6385984688766
200270,Alex Knaff,1515.6234321394838
103435,Massimo Dellacqua,1515.4687113943448
134302,Mantas Bugailiskis,1515.396482866025
138845,Anthony Jackie Tang,1515.281943424199
104046,Bostjan Osabnik,1515.2639280975488
102035,Jonas Bjorkman,1515.2626200990449
104858,Enrique Olivares,1515.2600807515234
108784,Kevin Kung,1515.2342814559413
208057,Diego Fernandez Flores,1515.2284284750701
200537,Nicolas Xiviller,1515.2283705924378
106387,Mazen Osama,1515.2196601219935
144681,Niki Kaliyanda Poonacha,1515.200522267731
108744,Rodrigo Rappaccioli,1515.1947960222515
106194,Nutthanon Kadchapanan,1515.1783871051296
108783,Daniel Llarenas,1515.1309521062735
106664,Brian Hung,1515.1101396566687
104249,Marcelo Melo,1515.0538661991716
209354,Ioannis Xilas,1514.8938069891888
105036,Hyun Joon Kim,1514.8461592749015
207772,Yuttana Charoenphon,1514.7954374873987
103229,Kornel Bardoczky,1514.7953880197401
104477,Jorge Aguilar,1514.7886758752998
108593,Wing Luen Wong,1514.6872785748192
103316,Victor Romero,1514.624736801963
109737,Markos Kalovelonis,1514.618626948389
105488,Jose Benitez,1514.6139018233353
108742,Siu Fai Kelvin Lam,1514.519635786545
209903,Lukas Neumayer,1514.5014058993322
209964,Liova Ayite Ajavon,1514.4649776214078
125781,Rogelio Siller,1514.3988406938124
106000,Damir Dzumhur,1514.3099771967743
103171,Raemon Sluiter,1514.1659655484023
126613,Bogdan Borza,1514.018028507121
104424,Go Soeda,1513.932329798244
104256,Clement Reix,1513.8483273141492
123896,Matija Pecotic,1513.8226386447152
104582,Rok Jarc,1513.7349032085956
105216,Yuichi Sugita,1513.712881404399
122321,Marat Deviatiarov,1513.6526839556068
103826,Carlos Palencia,1513.5110526000299
200748,Andres Andrade,1513.4801775306873
104071,Raven Klaasen,1513.3011112309632
105633,Mohamed Safwat,1513.2859947822833
104585,Gyorgy Balazs,1513.2605536455012
126174,Youssef Hossam,1513.1865615224979
102905,Stefan Koubek,1512.9787194064172
209860,Ignacio Buse,1512.8705114062836
104618,Devin Mullings,1512.625393498265
104960,Miguel Angel Reyes Varela,1512.6142479956704
